사건일련번호,장소일련번호,촬영장소명,작품명,제작연도,영화작품코드,장면설명,등장인물,출처,출처 웹페이지주소(URL),시도,시군구,지번주소,도로명주소,위도,경도
K15348-A-029,GN-P-0245,일운초등학교,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,경상남도,거제시,경상남도 거제시 일운면 지세포리 745-1,경상남도 거제시 일운면 지세포로 74,34.8283949,128.7059616
K15348-A-030,GN-P-0231,우두포,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,경상남도,고성군,경상남도 고성군 동해면 장좌리 우두포,,34.9985071,128.4758832
K15348-A-031,GN-P-0223,오동동문화의거리,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,경상남도,창원시,경상남도 창원시 마산합포구 오동동 289-13,,35.2069628,128.5784067
K15348-A-032,GN-P-0169,상족암군립공원,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,경상남도,고성군,경상남도 고성군 하이면 덕명리 50-1,,34.9090268,128.1540697
K15348-A-033,GN-P-0117,또래오래 한림점,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,경상남도,김해시,경상남도 김해시 한림면 장방리 1324-10,경상남도 김해시 한림면 한림로 385,35.3218824,128.8026866
K15348-A-034,GN-P-0336,한림면행정복지센터,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,경상남도,김해시,경상남도 김해시 한림면 장방리 333-20,경상남도 김해시 한림면 한림로 369,35.3205065,128.8022001
K15348-A-035,GG-P-0819,성남시노인보건센터의원,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,경기도,성남시,경기도 성남시 중원구 상대원동 269-10,경기도 성남시 중원구 금상로 137 1층,37.4419636,127.1707037
K15348-A-036,IC-P-0320,인천광역시영상위원회,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,인천광역시,중구,인천광역시 중구 중앙동2가 3-3,인천광역시 중구 제물량로206번길 17,37.4723403,126.6220091
K15348-A-037,SU-P-1904,성동구청,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,서울특별시,성동구,서울특별시 성동구 행당동 7,서울특별시 성동구 고산자로 270,37.5634006,127.0367556
K15348-A-038,GG-P-0208,경기영상위원회,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,경기도,부천시,경기도 부천시 춘의동 202,경기도 부천시 부천로198번길 18 춘의테크노파크 2차 202동 9층,37.5015052,126.7879251
K15348-A-041,SU-P-1552,서울영상위원회,가려진 시간,2016,K15348,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15348,서울특별시,마포구,서울특별시 마포구 상암동 1580,서울특별시 마포구 성암로 330 DMC첨단산업센터 C동 114호,37.5847339,126.8858607
K15369-A-001,SU-P-2475,올림픽공원,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,서울특별시,송파구,서울특별시 송파구 방이동 88-3,서울특별시 송파구 올림픽로 424,37.5211163,127.1225409
K15369-A-002,GG-P-0075,가평힐링캠프,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,경기도,가평군,경기도 가평군 상면 임초리 161-1,경기도 가평군 상면 임초밤안골로 153-42,37.753589,127.3716528
K15369-A-003,GB-P-0120,문경시청,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,경상북도,문경시,경상북도 문경시 모전동 220,경상북도 문경시 당교로 225,36.5867336,128.1870074
K15369-A-004,GW-P-0026,강릉아트센터,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,강원도,강릉시,강원도 강릉시 교동 408,강원도 강릉시 종합운동장길 84 문화예술관,37.7731278,128.8964463
K15369-A-005,SU-P-2567,원효로 예수성심성당,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,서울특별시,용산구,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,37.5344032,126.9539318
K15369-A-006,SU-P-2920,천도교중앙대교당,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,서울특별시,종로구,서울특별시 종로구 경운동 88,서울특별시 종로구 삼일대로 457,37.5752115,126.9859765
K15369-A-007,GW-P-0101,경포동주민센터,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,강원도,강릉시,강원도 강릉시 난곡동 88-3,강원도 강릉시 운정길 16,37.7837169,128.8806236
K15369-A-008,GN-P-0346,합천영상테마파크,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,경상남도,합천군,경상남도 합천군 용주면 가호리 256-5,경상남도 합천군 용주면 합천호수로 757,35.5490358,128.0728942
K15369-A-009,GG-P-1452,팔현캠프,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,경기도,남양주시,경기도 남양주시 오남읍 팔현리 20-7,경기도 남양주시 오남읍 팔현로175번길 264,37.6993862,127.257543
K15369-A-010,GG-P-1512,한국민속촌,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,경기도,용인시,경기도 용인시 기흥구 보라동 107-1,경기도 용인시 기흥구 민속촌로 90,37.2603768,127.1206256
K15369-A-011,GW-P-0253,사근진해변,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,강원도,강릉시,강원도 강릉시 안현동 227-20,강원도 강릉시 해안로604번길 16,37.8136564,128.8974812
K15369-A-013,SU-P-1401,서대문형무소역사관,밀정,2016,K15369,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15369,서울특별시,서대문구,서울특별시 서대문구 현저동 101,서울특별시 서대문구 통일로 251,37.5739214,126.9558245
K15376-A-001,IC-P-0334,인천국제공항,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,인천광역시,중구,인천광역시 중구 운서동 2851,인천광역시 중구 공항로 272,37.4490059,126.4525677
K15376-A-002,GG-P-0909,스튜디오비바체,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,파주시,경기도 파주시 산남동 368-13,경기도 파주시 산남로 5-60,37.7068395,126.6919814
K15376-A-003,GG-P-0281,곽여성병원 부설산후조리원,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,성남시,경기도 성남시 수정구 태평동 6481,경기도 성남시 수정구 수정로73번길 16-27,37.4406732,127.1290975
K15376-A-004,GG-P-0271,골프존파크 이목파인스크린점(구 유카 북수원점),굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,수원시,경기도 수원시 장안구 이목동 897,경기도 수원시 장안구 경수대로 1131,37.3119147,126.9892078
K15376-A-005,SU-P-3120,트렉바이시클 강남점,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,강남구,서울특별시 강남구 신사동 528-8,서울특별시 강남구 압구정로 106,37.5227096,127.0203435
K15376-A-006,GG-P-0259,고양어울림누리,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,고양시,경기도 고양시 덕양구 성사동 826,경기도 고양시 덕양구 어울림로 33,37.6488508,126.8336834
K15376-A-007,GG-P-0588,메디피움 분당의원,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,성남시,경기도 성남시 분당구 서현동 94-2,경기도 성남시 분당구 중앙공원로40번길 32,37.3786833,127.1320506
K15376-A-008,IC-P-0506,호텔스카이파크 인천송도,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,인천광역시,연수구,인천광역시 연수구 송도동 10-2,인천광역시 연수구 컨벤시아대로 233,37.3845849,126.6387365
K15376-A-009,GG-P-0129,경기도 남양주시 화도읍 마석우리,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,남양주시,경기도 남양주시 화도읍 마석우리,,37.6543156,127.301681
K15376-A-010,SU-P-2577,월드컵대교,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,마포구,서울특별시 마포구 상암동 1541,,37.5573472,126.8844351
K15376-A-011,SU-P-0100,JW정원성형외과의원,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,강남구,서울특별시 강남구 삼성동 120-12,서울특별시 강남구 삼성로 553 JW정원성형빌딩 3~7층,37.5108472,127.0540361
K15376-A-012,IC-P-0394,인천테크노파크,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,인천광역시,연수구,인천광역시 연수구 송도동 7-50,인천광역시 연수구 갯벌로 12,37.3820847,126.6548945
K15376-A-013,GG-P-0089,강선마을2단지 경남아파트,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,고양시,경기도 고양시 일산서구 주엽동 38,경기도 고양시 일산서구 강선로 116,37.6739438,126.7689495
K15376-A-014,SU-P-1886,성가정입양원,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,성북구,서울특별시 성북구 성북동 1-161,서울특별시 성북구 선잠로2길 242,37.5976855,127.0021031
K15376-A-015,SU-P-0301,경복고등학교,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,종로구,서울특별시 종로구 청운동 89-9,서울특별시 종로구 자하문로28가길 9,37.5867395,126.9718368
K15376-A-016,SU-P-2078,스튜디오우타,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,중구,서울특별시 중구 신당동 370-53,서울특별시 중구 다산로 153,37.557437,127.0118305
K15376-A-018,SU-P-3268,한국경제TV,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,중구,서울특별시 중구 중림동 441,서울특별시 중구 청파로 463,37.5603801,126.9672303
K15376-A-019,GG-P-1183,이동저수지,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,용인시,경기도 용인시 처인구 이동읍 어비리 이동저수지,경기도 용인시 처인구 이동읍 어진로 737-10,37.1183128,127.2010317
K15376-A-020,GG-P-1201,이춘택병원,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,수원시,경기도 수원시 팔달구 교동 130-1,경기도 수원시 팔달구 매산로 138,37.2720124,127.0156409
K15376-A-021,GG-P-0495,동방평택복지타운,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,평택시,경기도 평택시 소사동 106-1,경기도 평택시 소사1길 33,36.9906808,127.1288965
K15376-A-022,SU-P-2985,카페모뜨,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,종로구,서울특별시 종로구 평창동 98-11,서울특별시 종로구 평창30길 24,37.6116999,126.9751516
K15376-A-023,SU-P-2223,아이투비산부인과의원,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,서초구,서울특별시 서초구 방배동 773-17,서울특별시 서초구 방배로 234 아이투비 빌딩,37.4941695,126.989923
K15376-A-025,GG-P-1480,프리미엄멀티샵 분당점,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,성남시,경기도 성남시 분당구 정자동 14-3,경기도 성남시 분당구 정자일로 210 동양정자파라곤 1단지상가 1층 112호,37.3691034,127.1064425
K15376-A-026,SU-P-3355,한울중학교,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,금천구,서울특별시 금천구 시흥동 792-1,서울특별시 금천구 독산로50길 60 한울중학교,37.46239,126.9069515
K15376-A-027,SU-P-0972,마포 한화오벨리스크아파트,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,마포구,서울특별시 마포구 도화동 555,서울특별시 마포구 마포대로 33,37.5399956,126.9454802
K15376-A-028,SU-P-0711,더케이호텔 서울,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,서초구,서울특별시 서초구 양재동 202,서울특별시 서초구 바우뫼로12길 70,37.46618,127.032646
K15376-A-029,SU-P-3159,평화의공원 별자리광장,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,마포구,서울특별시 마포구 상암동 1535,서울특별시 마포구 증산로 32,37.5632725,126.8926775
K15376-A-030,GG-P-0572,마석우리약국,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,경기도,남양주시,경기도 남양주시 화도읍 마석우리 271-21,경기도 남양주시 화도읍 경춘로 1981-18,37.6518511,127.3085377
K15376-A-031,SU-P-2473,올리브영 이태원중앙점(구 이태원라운지클럽B1),굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,용산구,서울특별시 용산구 이태원동 108-9,서울특별시 용산구 이태원로 179,37.53476,126.9939583
K15376-A-032,SU-P-3179,푸드카페앤그릴,굿바이 싱글,2016,K15376,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15376,서울특별시,성북구,서울특별시 성북구 성북동 산5-1,,37.5967846,127.0053199
K15377-A-001,SU-P-1296,산성당구장,양치기들,2015,K15377,,,KMDb,,서울특별시,은평구,서울특별시 은평구 진관동 279-86,서울특별시 은평구 대서문길 9,37.6576844,126.9470932
K15377-A-003,SU-P-1472,서울마포경찰서,양치기들,2015,K15377,,,KMDb,,서울특별시,마포구,서울특별시 마포구 아현동 618-1,서울특별시 마포구 마포대로 183,37.5507419,126.954258
K15377-A-005,SU-P-2502,용문시장,양치기들,2015,K15377,,,KMDb,,서울특별시,용산구,서울특별시 용산구 용문동 41-44,서울특별시 용산구 효창원로40길 13,37.5366265,126.9597959
K15377-A-006,SU-P-1552,서울영상위원회,양치기들,2015,K15377,,,KMDb,,서울특별시,마포구,서울특별시 마포구 상암동 1580,서울특별시 마포구 성암로 330 DMC첨단산업센터 C동 114호,37.5847339,126.8858607
K15379-A-001,DG-P-0075,상화공인중개사사무소,사냥,2015,K15379,,,KMDb,,대구광역시,달서구,대구광역시 달서구 도원동 574-12,대구광역시 달서구 상화로62길 11,35.8075894,128.5481738
K15379-A-002,GW-P-0272,새막골캠프,사냥,2015,K15379,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15379,강원도,영월군,강원도 영월군 무릉도원면 두산리 304-1,강원도 영월군 무릉도원면 새막골길 72-115,37.3236755,128.1783356
K15379-A-003,GW-P-0168,대한석탄공사 본사,사냥,2015,K15379,,,KMDb,,강원도,원주시,강원도 원주시 반곡동 1860-6,강원도 원주시 배울로 85,37.324835,127.9774784
K15379-A-004,GG-P-0493,동두천장례식장,사냥,2015,K15379,,,KMDb,,경기도,동두천시,경기도 동두천시 상봉암동 78,경기도 동두천시 평화로 2972,37.9517211,127.0627021
K15379-A-005,GW-P-0432,청평사,사냥,2015,K15379,,,KMDb,,강원도,춘천시,강원도 춘천시 북산면 청평리 674,강원도 춘천시 북산면 오봉산길 810,37.9864294,127.8090194
K15379-A-006,GG-P-0220,경일슈퍼,사냥,2015,K15379,,,KMDb,,경기도,연천군,경기도 연천군 신서면 대광리 171-10,경기도 연천군 신서면 고대산길 1,38.2129801,127.1387919
K15379-A-007,SU-P-3456,홈플러스익스프레스 광화문점(구 도서출판 계명사),사냥,2015,K15379,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15379,서울특별시,종로구,서울특별시 종로구 신문로1가 24,서울특별시 종로구 새문안로 91,37.5704287,126.9746986
K15379-A-008,GW-P-0526,화천경찰서,사냥,2015,K15379,,,KMDb,,강원도,화천군,강원도 화천군 화천읍 아리 241,강원도 화천군 화천읍 화천새싹길 33,38.1061429,127.7072582
K15379-A-009,IC-P-0035,경기도학생교육원,사냥,2015,K15379,,,KMDb,,인천광역시,강화군,인천광역시 강화군 불은면 두운리 365,인천광역시 강화군 불은면 고려왕릉로 419,37.6768913,126.477353
K15379-A-010,SU-P-0337,계명사,사냥,2015,K15379,,,KMDb,,서울특별시,종로구,서울특별시 종로구 신문로1가 24 215호,서울특별시 종로구 새문안로 91 215호,37.5704287,126.9746986
K15379-A-012,GG-P-1066,연천군 해피트리,사냥,2015,K15379,,,KMDb,,경기도,연천군,경기도 연천군 청산면 초성리 289-5,경기도 연천군 청산면 학담로 177,38.005129,127.0737965
K15379-A-013,GG-P-1011,양병원,사냥,2015,K15379,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15379,경기도,남양주시,경기도 남양주시 금곡동 433-5,경기도 남양주시 경춘로 933,37.6335127,127.2051977
K15379-A-014,GG-P-0908,스튜디오112,사냥,2015,K15379,,,KMDb,,경기도,파주시,경기도 파주시 탄현면 성동리 663-2,경기도 파주시 탄현면 필승로 506,37.7849503,126.689936
K15379-A-015,JN-P-0080,대한석탄공사 화순광업소,사냥,2015,K15379,,,KMDb,,전라남도,화순군,전라남도 화순군 동면 복암리 산93,전라남도 화순군 동면 충의로 1064,35.0304994,127.0670226
K15379-A-016,GG-P-0804,설매재자연휴양림,사냥,2015,K15379,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15379,경기도,양평군,경기도 양평군 옥천면 용천리 산29-21,경기도 양평군 옥천면 용천로 510,37.5565551,127.5144619
K15379-A-017,GG-P-0090,강씨봉자연휴양림,사냥,2015,K15379,,,KMDb,,경기도,가평군,경기도 가평군 북면 적목리 324,경기도 가평군 북면 논남기길 520,37.9683445,127.4114482
K15379-A-018,GG-P-0904,숲속마을3단지요진더포레스트아파트,사냥,2015,K15379,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15379,경기도,고양시,경기도 고양시 일산동구 풍동 1283,경기도 고양시 일산동구 숲속마을로 65,37.6669471,126.7955313
K15380-A-001,JB-P-0089,남원시청,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,전라북도,남원시,전라북도 남원시 도통동 518,전라북도 남원시 시청로 60 남원시청,35.4161961,127.39045
K15380-A-002,GB-P-0035,경상북도청,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,안동시,경상북도 안동시 풍천면 갈전리 1155,경상북도 안동시 풍천면 도청대로 455,36.575772,128.5047813
K15380-A-003,CN-P-0259,태안신두리해안사구 생태공원,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,충청남도,태안군,충청남도 태안군 원북면 신두리 산305-1,충청남도 태안군 원북면 신두해변길 201-122,36.8465581,126.1987666
K15380-A-004,GG-P-0258,고양 아쿠아특수촬영스튜디오,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경기도,고양시,경기도 고양시 덕양구 오금동 565,경기도 고양시 덕양구 통일로396번길 250,37.6737119,126.9005036
K15380-A-006,GG-P-0924,시흥갯골생태공원,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경기도,시흥시,경기도 시흥시 장곡동 724-10,경기도 시흥시 동서로 287,37.3928777,126.7810824
K15380-A-007,GG-P-0925,시흥그린센터,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경기도,시흥시,경기도 시흥시 정왕동 2135,경기도 시흥시 옥구천서로9번길 45,37.3305565,126.699414
K15380-A-008,GB-P-0261,한국농어촌공사 경산지사 용성주재소,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,경산시,경상북도 경산시 용성면 당리리 147-5,경상북도 경산시 용성면 원효로 1418,35.7928108,128.8750767
K15380-A-009,JB-P-0454,한국농어촌공사 새만금사업단,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,전라북도,김제시,전라북도 김제시 신풍동 605-1,전라북도 김제시 도작로 71,35.8011165,126.9004952
K15380-A-010,GB-P-0120,문경시청,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,문경시,경상북도 문경시 모전동 220,경상북도 문경시 당교로 225,36.5867336,128.1870074
K15380-A-011,GB-P-0119,문경석탄박물관,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,문경시,경상북도 문경시 가은읍 왕능리 432-5,경상북도 문경시 가은읍 왕능길 112,36.6536987,128.0617973
K15380-A-012,GB-P-0117,문경새재도립공원,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,문경시,경상북도 문경시 문경읍 상초리 288-1,경상북도 문경시 문경읍 새재로 932,36.761546,128.0769821
K15380-A-013,GB-P-0118,문경새재오픈세트장,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,문경시,경상북도 문경시 문경읍 상초리 522-5,경상북도 문경시 문경읍 새재로 1037,36.7715965,128.0736539
K15380-A-014,GG-P-1512,한국민속촌,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경기도,용인시,경기도 용인시 기흥구 보라동 107-1,경기도 용인시 기흥구 민속촌로 90,37.2603768,127.1206256
K15380-A-015,GB-P-0099,도산레프팅,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,안동시,경상북도 안동시 도산면 가송리 437-3,경상북도 안동시 도산면 가송길 133,36.7657933,128.8913255
K15380-A-016,GB-P-0061,고산정,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,안동시,경상북도 안동시 도산면 가송리 447,경상북도 안동시 도산면 가송길 177-42,36.7674512,128.8925656
K15380-A-017,GB-P-0050,경주 역사유적월성지구 반월성,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,경주시,경상북도 경주시 인왕동 438-3,,35.832189,129.2248012
K15380-A-018,CN-P-0257,태안문화예술회관,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,충청남도,태안군,충청남도 태안군 태안읍 동문리 9-5,충청남도 태안군 태안읍 백화로 200,36.7543487,126.311573
K15380-A-019,GW-P-0507,한화리조트 설악쏘라노,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,강원도,속초시,강원도 속초시 장사동 24-1,강원도 속초시 미시령로2983번길 111,38.2100486,128.52841
K15380-A-020,GN-P-0043,경상남도 창원시 진해구 명동 공터 1,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상남도,창원시,경상남도 창원시 진해구 명동 81-1,경상남도 창원시 진해구 명제로324번길 33 장수횟집,35.0941197,128.7308593
K15380-A-021,CB-P-0028,도담삼봉관광지,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,충청북도,단양군,충청북도 단양군 매포읍 하괴리 84-1,충청북도 단양군 매포읍 삼봉로 644-13 3층 단양관광공사,37.0007924,128.3417636
K15380-A-022,GB-P-0046,경주시청,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,경주시,경상북도 경주시 동천동 800,경상북도 경주시 양정로 260 경주시청,35.8561254,129.2249368
K15380-A-023,CB-P-0021,단양군청,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,충청북도,단양군,충청북도 단양군 단양읍 별곡리 300,충청북도 단양군 단양읍 중앙1로 10 단양군청,36.9847984,128.3654727
K15380-A-024,GB-P-0109,만휴정,봉이 김선달,2016,K15380,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15380,경상북도,안동시,경상북도 안동시 길안면 묵계리 1081,경상북도 안동시 길안면 묵계하리길 42,36.410404,128.9098485
K15381-A-002,GG-P-0016,CGV 이천,사랑은 없다,2015,K15381,,,KMDb,,경기도,이천시,경기도 이천시 중리동 201-1,경기도 이천시 중리천로 58 랜드마크ICC 4층,37.2797466,127.4440517
K15381-A-003,GG-P-0282,관고전통시장,사랑은 없다,2015,K15381,,,KMDb,,경기도,이천시,경기도 이천시 창전동 154-23,경기도 이천시 중리천로21번길 6,37.2807575,127.4405935
K15381-A-004,GG-P-0806,설봉아파트,사랑은 없다,2015,K15381,,,KMDb,,경기도,이천시,경기도 이천시 관고동 226-5,경기도 이천시 경충대로2720번길 16,37.2803845,127.4341459
K15381-A-007,GG-P-0901,숙희마차,사랑은 없다,2015,K15381,,,KMDb,,경기도,이천시,경기도 이천시 창전동 449-24,경기도 이천시 영창로227번길 25,37.2820084,127.4479257
K15381-A-010,GG-P-1195,이천미란다호텔,사랑은 없다,2015,K15381,,,KMDb,,경기도,이천시,경기도 이천시 안흥동 408-1,경기도 이천시 중리천로115번길 45,37.2762648,127.4510347
K15381-A-011,GG-P-1197,이천시 월남전참전기념탑(구 설봉국제조각공원),사랑은 없다,2015,K15381,,,KMDb,,경기도,이천시,경기도 이천시 관고동 399,,37.2770262,127.4272361
K15381-A-012,GG-P-1199,이천온천공원,사랑은 없다,2015,K15381,,,KMDb,,경기도,이천시,경기도 이천시 창전동 503,경기도 이천시 애련정로136번길 84,37.2819916,127.4520645
K15381-A-013,GG-P-1285,주록리계곡 루돌프,사랑은 없다,2015,K15381,,,KMDb,,경기도,여주시,경기도 여주시 금사면 주록리 44-7,경기도 여주시 금사면 금품2로 485,37.3760892,127.4729469
K15381-A-015,SU-P-0508,김포국제공항 국내선,사랑은 없다,2015,K15381,,,KMDb,,서울특별시,강서구,서울특별시 강서구 공항동 1373,서울특별시 강서구 하늘길 112,37.5572643,126.8059574
K15418-A-003,GG-P-1563,헤어스케치,범죄의 여왕,2016,K15418,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15418,경기도,가평군,경기도 가평군 가평읍 읍내리 471-2 헤어스케치,경기도 가평군 가평읍 가화로 122 헤어스케치,37.8305868,127.5136602
K15418-A-007,SU-P-2951,청운빌딩,범죄의 여왕,2016,K15418,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/15418,서울특별시,용산구,서울특별시 용산구 동자동 19-15,서울특별시 용산구 한강대로104마길 27,37.5510387,126.974738
